developerCountry,countryCode,userRatingCount,primaryGenreName,downloads,deviceType,hasPrivacyLink,hasTermsOfServiceLink,hasTermsOfServiceLinkRating,isCorporateEmailScore,adSpent,appAge,averageUserRating,appContentBrandSafetyRating,appDescriptionBrandSafetyRating,mfaRating,ID,coppaRisk,developerCountry_missing,downloads_min,downloads_max,isCorporateEmailScore_missing,adSpent_missing,appAge_missing,averageUserRating_missing
,GLOBAL,164,Tools,10.308985993422082,GLOBAL,True,False,-1,0.0,7.750848993744848,69.66666666666667,3.0,-1,0,0,-1,0.0,1,10000.0,50000.0,0,1,0,0
,GLOBAL,0,Lifestyle,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,57.2,0.0,-1,2,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,112,Entertainment,10.308985993422082,GLOBAL,True,False,2,0.0,7.750848993744848,60.36666666666667,4.0,1,2,0,-1,0.0,1,10000.0,50000.0,0,1,0,0
SINGAPORE,GLOBAL,0,Beauty,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,80.1,0.0,-1,0,0,-1,0.0,0,100.0,500.0,0,1,0,0
UNITED STATES,GLOBAL,0,Business,3.4339872044851463,GLOBAL,True,False,-1,99.0,7.750848993744848,91.2333333333333,5.0,-1,0,0,-1,0.0,0,10.0,50.0,0,1,0,0
,GLOBAL,2,Health & Fitness,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,135.6,1.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Games,2.1400661634962708,GLOBAL,True,False,-1,0.0,7.750848993744848,25.8,3.0,-1,0,0,-1,1.0,1,5.0,10.0,0,1,0,1
,GT,21,Lifestyle,10.308985993422082,GLOBAL,True,False,-1,0.0,0.0778148108732493,3.633333333333333,3.0,-1,0,0,-1,0.0,1,10000.0,50000.0,0,0,0,0
REPUBLIC OF KOREA,GLOBAL,111,Entertainment,10.308985993422082,GLOBAL,True,False,-1,99.0,7.750848993744848,60.03333333333333,3.0,-1,0,0,-1,1.0,0,10000.0,50000.0,0,1,0,0
MONGOLIA,RU,662,Games,12.611541086966115,tablet,True,True,0,99.0,0.9935487610944976,60.633333333333326,3.0,1,0,0,-1,0.0,0,100000.0,500000.0,0,0,0,0
,GLOBAL,147,Education,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,41.96666666666666,4.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,0,Social,4.330733340286331,GLOBAL,False,False,-1,0.0,7.750848993744848,54.5,3.0,-1,0,0,-1,0.0,1,50.0,100.0,0,1,0,1
PAKISTAN,GLOBAL,30,Tools,8.922791623969637,GLOBAL,True,False,-1,0.0,7.750848993744848,83.66666666666667,4.0,1,0,0,-1,0.0,0,5000.0,10000.0,0,1,0,0
,GLOBAL,9,Games,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,12.533333333333331,4.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,0
,GLOBAL,0,Games,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,57.23333333333333,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Games,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,27.4,3.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,1
,GLOBAL,0,Education,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,120.76666666666668,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Events,2.1400661634962708,GLOBAL,False,False,-1,0.0,7.750848993744848,89.63333333333334,5.0,-1,1,0,-1,0.0,1,5.0,10.0,0,1,0,0
,GLOBAL,0,Social,3.4339872044851463,GLOBAL,True,False,-1,0.0,7.750848993744848,19.566666666666663,3.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,1
VIET NAM,EMEA,2653,Games,12.611541086966115,smartphone,True,False,2,0.0,126.90449835701334,5.9,4.0,-1,0,0,-1,0.0,0,100000.0,500000.0,0,0,0,0
UNITED STATES,GLOBAL,56,Education,6.621405651764134,GLOBAL,True,True,0,0.0,7.750848993744848,95.06666666666666,4.0,-1,0,0,-1,0.0,0,500.0,1000.0,1,1,0,0
,GLOBAL,11,Personalization,10.308985993422082,GLOBAL,True,False,-1,0.0,7.750848993744848,18.366666666666667,1.0,-1,0,0,-1,0.0,1,10000.0,50000.0,0,1,0,0
,GLOBAL,14,Games,8.006700845440367,GLOBAL,True,False,-1,0.0,7.750848993744848,133.23333333333332,4.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,31,Games,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,136.4,4.0,0,0,0,-1,1.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,News & Magazines,4.330733340286331,GLOBAL,False,False,-1,0.0,7.750848993744848,53.23333333333333,3.0,-1,0,0,-1,0.0,1,50.0,100.0,0,1,0,1
PAKISTAN,GLOBAL,138,Entertainment,10.308985993422082,GLOBAL,True,False,-1,0.0,7.750848993744848,99.43333333333332,4.0,1,0,0,-1,0.0,0,10000.0,50000.0,0,1,0,0
,GLOBAL,20,Education,5.707110264748875,GLOBAL,True,False,2,99.0,7.750848993744848,17.633333333333333,5.0,-1,0,0,-1,1.0,1,100.0,500.0,0,1,0,0
,GLOBAL,0,Education,6.621405651764134,GLOBAL,True,False,2,0.0,7.750848993744848,41.4,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,0,Entertainment,4.330733340286331,GLOBAL,True,False,-1,99.0,7.750848993744848,74.36666666666666,3.0,-1,0,0,-1,0.0,1,50.0,100.0,0,1,0,1
,GLOBAL,7,Personalization,4.330733340286331,GLOBAL,True,False,-1,0.0,7.750848993744848,25.3,5.0,-1,0,0,-1,0.0,1,50.0,100.0,0,1,0,0
,GLOBAL,10,Lifestyle,6.621405651764134,GLOBAL,True,True,0,99.0,7.750848993744848,109.33333333333331,2.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,0,Shopping,3.4339872044851463,GLOBAL,True,False,-1,0.0,7.750848993744848,67.5,3.0,-1,1,0,-1,0.0,1,10.0,50.0,0,1,0,1
OMAN,GLOBAL,7,News & Magazines,8.006700845440367,GLOBAL,True,False,2,0.0,7.750848993744848,58.333333333333336,4.0,-1,0,0,-1,0.0,0,1000.0,5000.0,0,1,0,0
,GLOBAL,94,Games,10.308985993422082,GLOBAL,True,False,-1,0.0,7.750848993744848,38.23333333333333,2.0,-1,0,0,-1,0.0,1,10000.0,50000.0,0,1,0,0
,GLOBAL,24,Music & Audio,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,44.633333333333326,4.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,0,Games,6.621405651764134,GLOBAL,True,False,2,99.0,7.750848993744848,15.3,3.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,1
FRANCE,HR,7015,Games,14.914123179965662,GLOBAL,True,True,0,99.0,3.18979179849187,59.833333333333336,4.0,1,0,0,-1,0.0,0,1000000.0,5000000.0,0,0,0,0
,GLOBAL,6,Health & Fitness,8.006700845440367,GLOBAL,True,True,0,99.0,7.750848993744848,39.6,4.0,-1,2,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,0,Personalization,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,43.7,3.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,1
INDIA,GLOBAL,931,Games,6.621405651764134,GLOBAL,True,False,2,0.0,7.750848993744848,46.53333333333333,4.0,-1,0,0,-1,0.0,0,500.0,1000.0,0,1,0,0
,GLOBAL,0,Shopping,1.3862943611198906,GLOBAL,True,False,-1,0.0,7.750848993744848,20.366666666666667,3.0,-1,0,0,-1,0.0,1,1.0,5.0,0,1,0,1
,RU,9,Entertainment,6.621405651764134,smartphone,True,True,0,0.0,25.00067438460993,99.53333333333332,4.0,0,0,0,-1,0.0,1,500.0,1000.0,1,0,0,0
,GLOBAL,17,Education,6.621405651764134,GLOBAL,True,True,0,99.0,7.750848993744848,83.86666666666666,4.0,-1,1,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,231,Business,10.308985993422082,GLOBAL,True,False,2,99.0,7.750848993744848,68.5,2.0,-1,0,0,-1,0.0,1,10000.0,50000.0,0,1,0,0
,GLOBAL,0,News & Magazines,3.4339872044851463,GLOBAL,False,False,2,99.0,7.750848993744848,62.86666666666667,3.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,1
,GLOBAL,0,Utilities,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,86.66666666666667,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,,0,Games,6.621405651764134,smartphone,True,False,-1,0.0,18.096251196704763,7.233333333333332,0.0,-1,2,0,-1,0.0,1,500.0,1000.0,0,0,0,0
,GLOBAL,0,Shopping,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,30.666666666666668,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Games,1.3862943611198906,GLOBAL,False,False,-1,0.0,7.750848993744848,53.03333333333333,3.0,-1,0,0,-1,0.0,1,1.0,5.0,0,1,0,1
,GLOBAL,2283,Lifestyle,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,29.766666666666666,3.0,-1,2,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Food & Drink,1.3862943611198906,GLOBAL,True,False,-1,0.0,7.750848993744848,16.5,3.0,-1,0,0,-1,0.0,1,1.0,5.0,0,1,0,1
,GLOBAL,0,Maps & Navigation,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,71.5,0.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,0
,GLOBAL,0,Health & Fitness,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,4.1,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,6,Business,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,50.5,5.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,0,Games,5.707110264748875,GLOBAL,True,False,-1,99.0,7.750848993744848,35.333333333333336,3.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,1
,GLOBAL,0,Communication,5.707110264748875,GLOBAL,True,False,-1,99.0,7.750848993744848,46.86666666666667,0.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,0
CHINA,APAC,1510,Games,12.611541086966115,smartphone,True,False,2,0.0,2.850855013756148,18.4,3.0,-1,0,0,-1,1.0,0,100000.0,500000.0,0,0,0,0
NETHERLANDS,GLOBAL,0,Travel & Local,5.707110264748875,GLOBAL,True,False,2,99.0,7.750848993744848,121.36666666666666,3.0,-1,0,0,-1,0.0,0,100.0,500.0,0,1,0,0
INDIA,GLOBAL,0,Business,6.621405651764134,GLOBAL,True,True,0,0.0,7.750848993744848,78.26666666666665,0.0,-1,0,0,-1,0.0,0,500.0,1000.0,1,1,0,0
CHINA,ES,1016,Entertainment,6.621405651764134,smartphone,True,False,2,0.0,0.7879453322750891,53.766666666666666,4.0,-1,1,0,-1,0.0,0,500.0,1000.0,1,0,0,0
,GLOBAL,0,Social,3.4339872044851463,GLOBAL,True,False,-1,99.0,7.750848993744848,56.73333333333333,3.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,1
FRANCE,GLOBAL,1122,Games,11.225256725762893,GLOBAL,True,True,0,99.0,93.79861252694064,25.966666666666665,4.0,-1,0,0,-1,0.0,0,50000.0,100000.0,0,0,0,0
RUSSIAN FEDERATION,GLOBAL,0,Games,5.707110264748875,GLOBAL,False,False,-1,0.0,7.750848993744848,52.833333333333336,3.0,-1,0,0,-1,0.0,0,100.0,500.0,0,1,0,1
,,448,Games,6.621405651764134,GLOBAL,True,False,2,0.0,0.4054683544303797,45.0,2.0,-1,1,0,-1,0.0,1,500.0,1000.0,1,0,0,0
INDONESIA,GLOBAL,223,Health & Fitness,8.006700845440367,GLOBAL,True,False,-1,99.0,7.750848993744848,30.2,4.0,-1,0,0,-1,0.0,0,1000.0,5000.0,0,1,0,0
,DE,0,News & Magazines,8.006700845440367,connected-tv/ott,True,True,0,99.0,4.324914557580602,58.23333333333333,3.0,1,0,0,-1,0.0,1,1000.0,5000.0,0,0,0,1
,GLOBAL,0,Shopping,3.4339872044851463,GLOBAL,True,False,-1,99.0,7.750848993744848,52.86666666666667,3.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,1
ITALY,GLOBAL,0,Education,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,47.1,0.0,-1,0,0,-1,1.0,0,500.0,1000.0,0,1,0,0
,GLOBAL,12,Productivity,3.4339872044851463,GLOBAL,False,False,-1,0.0,7.750848993744848,53.43333333333333,5.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,0
,GLOBAL,0,Games,6.621405651764134,GLOBAL,True,False,-1,99.0,7.750848993744848,21.1,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,LATAM,6135,Beauty,14.914123179965662,GLOBAL,True,False,2,0.0,2.5098935930693065,72.93333333333332,4.0,1,0,0,-1,0.0,1,1000000.0,5000000.0,0,0,0,0
CHINA,GLOBAL,0,Games,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,29.866666666666667,3.0,-1,1,0,-1,0.0,0,100.0,500.0,0,1,0,1
,GLOBAL,14166,Games,12.611541086966115,tablet,True,True,0,99.0,0.0884071584460934,41.2,4.0,-1,0,0,-1,0.0,1,100000.0,500000.0,0,0,0,0
,GLOBAL,13,Shopping,6.621405651764134,GLOBAL,True,False,-1,99.0,7.750848993744848,75.4,3.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,LATAM,26,Tools,10.308985993422082,smartphone,True,False,-1,0.0,475.3723271002567,3.4333333333333327,4.0,-1,0,0,-1,0.0,1,10000.0,50000.0,0,0,0,0
PAKISTAN,ID,933,Games,12.611541086966115,smartphone,True,False,2,0.0,4.385047380047219,14.8,4.0,-1,0,0,-1,1.0,0,100000.0,500000.0,0,0,0,0
,GLOBAL,0,Food & Drink,3.4339872044851463,GLOBAL,True,True,0,99.0,7.750848993744848,8.566666666666666,0.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,0
,GLOBAL,1,Utilities,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,52.86666666666667,5.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
UZBEKISTAN,GLOBAL,1077,Lifestyle,11.225256725762893,GLOBAL,True,False,-1,0.0,7.750848993744848,29.2,4.0,-1,0,0,-1,0.0,0,50000.0,100000.0,0,1,0,0
,GLOBAL,1,Reference,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,69.66666666666667,1.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
UNITED KINGDOM,GLOBAL,0,Business,6.621405651764134,GLOBAL,True,False,-1,99.0,7.750848993744848,27.9,0.0,-1,0,0,-1,0.0,0,500.0,1000.0,0,1,0,0
,GLOBAL,0,Games,4.330733340286331,GLOBAL,True,False,-1,99.0,7.750848993744848,58.133333333333326,3.0,-1,0,0,-1,0.0,1,50.0,100.0,0,1,0,1
,GLOBAL,0,Entertainment,1.3862943611198906,GLOBAL,True,False,-1,0.0,7.750848993744848,66.36666666666666,3.0,-1,1,0,-1,0.0,1,1.0,5.0,0,1,0,1
CANADA,GLOBAL,0,Tools,3.4339872044851463,GLOBAL,True,False,-1,0.0,7.750848993744848,16.4,0.0,-1,0,0,-1,0.0,0,10.0,50.0,0,1,0,0
,GLOBAL,2,Sports,6.621405651764134,GLOBAL,True,False,-1,99.0,7.750848993744848,59.7,1.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
NEW ZEALAND,ES,36520,Games,14.914123179965662,GLOBAL,True,False,2,0.0,0.0689280597289588,61.3,4.0,0,0,0,-1,1.0,0,1000000.0,5000000.0,0,0,0,0
,GLOBAL,0,Lifestyle,3.4339872044851463,GLOBAL,True,False,-1,0.0,7.750848993744848,71.46666666666667,0.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,0
,GLOBAL,0,Education,2.1400661634962708,GLOBAL,True,False,-1,0.0,7.750848993744848,33.4,3.0,-1,0,0,-1,1.0,1,5.0,10.0,0,1,0,1
UNITED STATES,GLOBAL,90,Business,10.308985993422082,GLOBAL,True,False,2,99.0,7.750848993744848,102.33333333333331,4.0,-1,0,0,-1,0.0,0,10000.0,50000.0,0,1,0,0
,GLOBAL,0,Business,6.621405651764134,GLOBAL,True,False,-1,99.0,7.750848993744848,66.5,0.0,-1,2,0,-1,0.0,1,500.0,1000.0,0,1,0,0
SRI LANKA,GLOBAL,0,Tools,4.330733340286331,GLOBAL,True,False,-1,99.0,7.750848993744848,52.2,3.0,-1,0,0,-1,0.0,0,50.0,100.0,0,1,0,1
,GLOBAL,69,Finance,8.006700845440367,GLOBAL,True,False,-1,99.0,7.750848993744848,38.9,4.0,-1,0,0,-1,0.0,1,1000.0,5000.0,0,1,0,0
,GLOBAL,20,Games,8.006700845440367,GLOBAL,False,False,-1,0.0,7.750848993744848,110.43333333333334,3.0,-1,0,0,-1,1.0,1,1000.0,5000.0,0,1,0,0
CHINA,GLOBAL,10,Photography,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,148.26666666666668,3.0,-1,0,0,-1,0.0,0,500.0,1000.0,0,1,0,0
AUSTRALIA,GLOBAL,0,Food & Drink,6.621405651764134,GLOBAL,True,False,-1,99.0,7.750848993744848,36.266666666666666,0.0,-1,0,0,-1,0.0,0,500.0,1000.0,0,1,0,0
REPUBLIC OF KOREA,GLOBAL,0,Books & Reference,3.4339872044851463,GLOBAL,True,False,2,99.0,7.750848993744848,80.53333333333333,5.0,-1,0,0,-1,0.0,0,10.0,50.0,0,1,0,0
,GLOBAL,0,Education,10.308985993422082,GLOBAL,True,False,-1,99.0,7.750848993744848,59.93333333333333,3.0,-1,0,0,-1,1.0,1,10000.0,50000.0,0,1,0,0
,GLOBAL,0,Productivity,0.4054651081081644,GLOBAL,False,False,-1,99.0,7.750848993744848,46.766666666666666,3.0,-1,0,0,-1,0.0,1,0.0,1.0,0,1,0,1
,GLOBAL,0,Productivity,2.1400661634962708,GLOBAL,True,False,2,99.0,7.750848993744848,41.9,0.0,-1,0,0,-1,0.0,1,5.0,10.0,0,1,0,0
,GLOBAL,0,Art & Design,4.330733340286331,GLOBAL,True,False,-1,0.0,7.750848993744848,41.03333333333333,0.0,-1,0,0,-1,0.0,1,50.0,100.0,0,1,0,0
COTE D'IVOIRE,GLOBAL,98,Maps & Navigation,10.308985993422082,GLOBAL,True,False,-1,0.0,7.750848993744848,73.16666666666667,4.0,-1,0,0,-1,0.0,0,10000.0,50000.0,0,1,0,0
UNITED KINGDOM,ZM,125230,Games,17.216707972959764,GLOBAL,True,True,0,99.0,0.1459428810888145,55.86666666666667,3.0,1,2,0,-1,0.0,0,10000000.0,50000000.0,0,0,0,0
UNITED STATES,GLOBAL,2129,Business,6.621405651764134,GLOBAL,True,True,0,99.0,7.750848993744848,78.4,4.0,-1,0,0,-1,0.0,0,500.0,1000.0,0,1,0,0
,GLOBAL,7,Entertainment,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,28.0,5.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,0
,GLOBAL,0,Productivity,6.621405651764134,GLOBAL,True,True,0,99.0,7.750848993744848,78.13333333333334,0.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,0,Music & Audio,6.621405651764134,GLOBAL,True,True,0,0.0,7.750848993744848,39.53333333333333,3.0,-1,1,0,-1,0.0,1,500.0,1000.0,0,1,0,1
,GLOBAL,0,Books & Reference,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,48.56666666666667,3.0,-1,0,0,-1,0.0,1,100.0,500.0,0,1,0,1
,GLOBAL,4,Utilities,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,37.766666666666666,4.0,-1,2,0,-1,0.0,1,500.0,1000.0,1,1,0,0
,GLOBAL,0,Productivity,1.3862943611198906,GLOBAL,True,False,-1,99.0,7.750848993744848,17.433333333333334,0.0,-1,0,0,-1,0.0,1,1.0,5.0,0,1,0,0
,GLOBAL,8,Tools,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,42.833333333333336,4.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
,GLOBAL,0,Books & Reference,0.4054651081081644,GLOBAL,True,False,-1,0.0,7.750848993744848,13.9,3.0,-1,0,0,-1,0.0,1,0.0,1.0,0,1,0,1
INDIA,GLOBAL,0,Finance,3.4339872044851463,GLOBAL,True,False,-1,0.0,7.750848993744848,72.6,0.0,-1,0,0,-1,0.0,0,10.0,50.0,0,1,0,0
,GLOBAL,1289,Games,13.527829818844937,smartphone,True,False,-1,0.0,7.750848993744848,70.2,3.0,1,1,0,-1,0.0,1,500000.0,1000000.0,0,1,0,0
,GLOBAL,130,Entertainment,8.922791623969637,GLOBAL,True,False,-1,0.0,7.750848993744848,65.93333333333334,4.0,-1,0,0,-1,0.0,1,5000.0,10000.0,0,1,0,0
,GLOBAL,23,Comics,6.621405651764134,GLOBAL,False,False,-1,0.0,7.750848993744848,123.06666666666666,4.0,-1,0,0,-1,0.0,1,500.0,1000.0,0,1,0,0
RUSSIAN FEDERATION,GLOBAL,0,Business,3.4339872044851463,GLOBAL,True,False,-1,99.0,7.750848993744848,24.23333333333333,3.0,-1,0,0,-1,0.0,0,10.0,50.0,0,1,0,1
,GLOBAL,0,Education,2.1400661634962708,GLOBAL,True,False,-1,0.0,7.750848993744848,33.333333333333336,3.0,-1,0,0,-1,0.0,1,5.0,10.0,0,1,0,1
,ID,24256,Games,14.914123179965662,GLOBAL,True,False,2,99.0,13014.067335962774,3.6666666666666665,4.0,-1,1,0,-1,0.0,1,1000000.0,5000000.0,0,0,0,0
,GLOBAL,0,Music & Audio,5.707110264748875,GLOBAL,True,False,-1,0.0,7.750848993744848,79.46666666666667,0.0,-1,1,0,-1,0.0,1,100.0,500.0,0,1,0,0
,GLOBAL,11883,Education,14.914123179965662,tablet,True,False,2,0.0,0.2084127150731364,67.6,4.0,0,0,0,-1,0.0,1,1000000.0,5000000.0,0,0,0,0
,GLOBAL,0,Games,2.1400661634962708,smartphone,True,False,2,0.0,7.750848993744848,21.73333333333333,3.0,-1,0,0,-1,1.0,1,5.0,10.0,0,1,0,1
,GLOBAL,6,Music & Audio,3.4339872044851463,GLOBAL,True,False,-1,0.0,7.750848993744848,22.066666666666663,5.0,-1,1,0,-1,0.0,1,10.0,50.0,0,1,0,0
,GLOBAL,0,Entertainment,6.621405651764134,GLOBAL,True,False,-1,99.0,7.750848993744848,74.96666666666667,0.0,-1,2,0,-1,0.0,1,500.0,1000.0,0,1,0,0
IRELAND,PH,102037,Entertainment,6.621405651764134,smartphone,True,False,2,99.0,0.4321224341193576,104.4,4.0,1,2,0,-1,1.0,0,500.0,1000.0,0,0,0,0
,BG,83,Games,13.527829818844937,GLOBAL,True,True,0,99.0,0.8962006165113404,1.8333333333333333,3.0,-1,0,0,-1,0.0,1,500000.0,1000000.0,0,0,0,0
,GLOBAL,1,Utilities,6.621405651764134,GLOBAL,True,False,-1,0.0,7.750848993744848,26.7,5.0,-1,0,0,-1,0.0,1,500.0,1000.0,1,1,0,0
KAZAKHSTAN,KG,281,Games,12.611541086966115,smartphone,True,False,2,99.0,26.345670210683885,9.23333333333333,4.0,-1,1,0,-1,0.0,0,100000.0,500000.0,0,0,0,0
,GLOBAL,0,Tools,3.4339872044851463,GLOBAL,True,False,-1,0.0,7.750848993744848,84.96666666666667,0.0,-1,0,0,-1,0.0,1,10.0,50.0,0,1,0,0
UNITED STATES,GLOBAL,25,Medical,10.308985993422082,GLOBAL,True,False,-1,99.0,7.750848993744848,26.666666666666668,3.0,-1,1,0,-1,0.0,0,10000.0,50000.0,0,1,0,0
